teachid,year,gender,ethnic,bdate,educ_lvl_cd,score_normed,relative_pay
1937,1997,"F","W",-691,3,.27349379,-.50994238
1937,2011,"F","W",-691,3,.62175827,.84551724
1938,1998,"M","W",-454,5,-.37576262,-.26136535
1938,2012,"M","W",-454,5,-1.1033877,1.0637263
1939,2002,"F","W",-253,4,-.03408074,.62908694
1939,2004,"F","W",-253,4,-.03763591,.70721029
1940,2006,"F","W",7506,4,-.4160066,-1.1372464
1940,2007,"F","W",7506,4,.53255554,-.40874367
1941,1997,"M","B",950,4,.13717907,.14866447
1941,2004,"M","B",950,4,-.57035027,.50986802
1942,1998,"F","W",8443,4,.6426373,-1.3172897
1942,2002,"F","W",8443,4,-.88376342,-.22836285
1943,2009,"M","W",4147,5,-.11121465,-.29397847
1943,2011,"M","W",4147,5,-.94133971,1.2223785
1944,2007,"F","W",3843,6,-.61747566,.89833231
1944,2013,"F","W",3843,6,.06379006,.66939849
1945,2005,"M","W",523,4,-1.124359,1.1830198
1945,2009,"M","W",523,4,.01530081,.27466116
1946,1998,"M","W",-1916,4,.00592788,-.90023585
1946,2008,"M","W",-1916,4,.61278333,1.7356386
1947,2002,"F","W",2033,4,-.58268621,-.43721117
1947,2009,"F","W",2033,4,-.43242236,-.44577392
1948,2002,"F","W",2533,5,-.60578191,.43076126
1948,2006,"F","W",2533,5,-.24466835,.00513752
1949,2001,"F","B",-1081,2,.56995708,-.9516978
1949,2003,"F","B",-1081,2,-.75235377,-.38319001
1950,2003,"F","W",-157,4,2.2596092,-.31281567
1950,2010,"F","W",-157,4,1.2625272,.33232
1951,2002,"F","B",-3309,6,-.30359273,2.3075842
1951,2006,"F","B",-3309,6,-1.2392292,3.3046464
1952,2000,"M","B",-178,6,.75855826,-.35548047
1952,2001,"M","B",-178,6,.48489146,.11220915
1953,1997,"M","W",542,4,-.20981284,.01793205
1953,2012,"M","W",542,4,-.51263159,.41394756
1954,2003,"F","W",-1325,3,.36547867,-.47018698
1954,2008,"F","W",-1325,3,.55382336,.96370609
1955,2008,"F","W",-2152,3,-.95336335,.74774596
1955,2012,"F","W",-2152,3,.38994115,.39738184
1956,1997,"F","W",8996,5,.10527361,-1.0962198
1956,2010,"F","W",8996,5,-.14025842,-.95486541
1957,2009,"M","W",3632,4,1.3728895,1.9006964
1957,2012,"M","W",3632,4,.02090583,-.42871591
1958,2007,"F","W",-469,4,-.42878594,.35619569
1958,2009,"F","W",-469,4,.6618856,.11240877
1959,1999,"F","B",3750,5,.38959975,-.37406893
1959,2006,"F","B",3750,5,-.29348639,-.08357207
1960,2010,"F","W",-531,4,-.25946758,.79206704
1960,2011,"F","W",-531,4,.99124161,1.7906605
1961,1999,"F","W",-3424,4,.46884322,1.0411004
1961,2003,"F","W",-3424,4,-.25391253,-.47675553
1962,1997,"F","W",4235,5,.29667155,.01421421
1962,2003,"F","W",4235,5,-.43993841,.21114837
1963,2001,"F","B",7024,4,-.2105422,-.3762999
1963,2012,"F","B",7024,4,1.4080741,.46250629
1964,2000,"F","W",24,4,.01530381,-1.0059246
1964,2002,"F","W",24,4,.22657976,.11867333
1965,1998,"F","W",-1164,4,.28189575,.04882961
1965,2003,"F","W",-1164,4,.27841255,.81101181
1966,2000,"F","W",5773,4,.48682424,-1.0167244
1966,2001,"F","W",5773,4,-.12934669,-.41175449
1967,1999,"F","W",-2278,2,.51687033,.95352452
1967,2008,"F","W",-2278,2,-.64472229,-.57659092
1968,2001,"F","W",4146,4,1.0427297,-.90061276
1968,2008,"F","W",4146,4,-.19447856,-.46909634
1969,2005,"F","W",-2653,4,-1.3240218,.71387499
1969,2012,"F","W",-2653,4,.63850143,1.2967915
1970,1997,"F","W",2034,4,-.05581146,-1.317882
1970,2010,"F","W",2034,4,-.22180278,.53469282
1971,1998,"M","W",4349,5,-.0366603,-.65978493
1971,2012,"M","W",4349,5,-.90113899,1.8539408
1972,1997,"F","W",-3073,3,.77095853,.88950868
1972,2004,"F","W",-3073,3,-.10633546,.39625312
1973,1997,"F","W",1828,5,-1.0348575,-.15999858
1973,1998,"F","W",1828,5,-1.9230756,-.07397967
1974,2007,"F","W",4731,2,-.52770565,-.37400347
1974,2008,"F","W",4731,2,-1.4112395,-.7648758
1975,2005,"F","W",5986,2,1.421821,-.66536832
1975,2009,"F","W",5986,2,.17557595,-.92482324
1976,1998,"F","W",6104,5,.18075005,-.57666149
1976,2013,"F","W",6104,5,.09742078,-.87794988
1977,2002,"F","W",-2865,5,-.76977425,.95772376
1977,2008,"F","W",-2865,5,-1.8293474,1.4865752
1978,1999,"F","W",-265,2,.27902578,-1.7403145
1978,2009,"F","W",-265,2,-.22191447,-.07374449
1979,1997,"F","W",-2273,5,.70236198,.98113392
1979,2000,"F","W",-2273,5,-.90375643,1.4832159
1980,2001,"F","W",4895,6,.83865497,.24737094
1980,2007,"F","W",4895,6,-.25405572,.03933139
1981,2002,"M","W",8829,5,.7448097,-.56505069
1981,2008,"M","W",8829,5,1.2564995,-.98368817
1982,2007,"F","W",7864,5,-.71407246,-.09555883
1982,2008,"F","W",7864,5,.36638889,.04466141
1983,1998,"F","B",2364,4,-.32835118,.70271317
1983,2000,"F","B",2364,4,-1.6022291,.23615158
1984,2007,"F","W",4039,2,-2.0409842,-.11399373
1984,2008,"F","W",4039,2,-.62412597,-.976335
1985,2003,"F","W",624,5,.51687228,.50438123
1985,2010,"F","W",624,5,-.44452001,1.0479666
1986,1997,"F","B",-712,7,1.6723218,1.0685829
1986,2000,"F","B",-712,7,1.0522282,1.4992836
1987,2002,"F","W",3861,7,.08110599,1.2275053
1987,2008,"F","W",3861,7,.17898454,1.5733878
1988,2000,"M","W",8148,2,.25059641,-1.7608139
1988,2011,"M","W",8148,2,.93718268,-1.9898935
1989,2011,"M","W",8132,4,-.14828776,-1.1622662
1989,2012,"M","W",8132,4,1.0187144,-1.530517
1990,1997,"F","W",4194,3,-.08600191,-1.128629
1990,2005,"F","W",4194,3,.4256745,-.31676373
1991,2009,"F","W",8094,4,-.86183838,-1.6713469
1991,2010,"F","W",8094,4,-.82744115,-.3695787
1992,1999,"M","W",3976,3,-.35844531,-.50417716
1992,2000,"M","W",3976,3,.13560256,-.53763385
1993,2002,"F","W",1805,4,.18386936,-.28081275
1993,2007,"F","W",1805,4,-.19742439,-.45596088
1994,2000,"F","W",-1440,6,-1.8133586,-.46866342
1994,2006,"F","W",-1440,6,-.19489764,1.5768261
1995,2001,"F","W",-807,4,.52945924,.20186476
1995,2008,"F","W",-807,4,-2.2018225,.20735751
1996,2002,"F","W",-2132,4,-.63849789,.52907899
1996,2013,"F","W",-2132,4,.4124936,2.034373
1997,1998,"F","W",3722,4,-.52042203,-.50363632
1997,2013,"F","W",3722,4,-.55875472,.94765727
1998,2005,"M","W",9233,3,.85596243,-1.4372576
1998,2010,"M","W",9233,3,1.0859541,-.47881404
1999,1998,"F","W",6474,5,-.27160416,-.08606293
1999,2012,"F","W",6474,5,1.7538703,-.55023368
2000,2003,"F","W",2454,4,-.12612552,-.71680517
2000,2009,"F","W",2454,4,.26341575,-.42704209
2001,2001,"M","W",4935,5,.77340368,-.14355611
2001,2005,"M","W",4935,5,.36262732,-.73637647
2002,2000,"F","W",2746,5,-1.08291,.11608848
2002,2001,"F","W",2746,5,.40681129,.07436899
2003,2001,"F","W",4480,5,-.2261232,-.13950853
2003,2009,"F","W",4480,5,.0339174,-.02291563
2004,2001,"F","W",4861,6,.38076174,-.71408099
2004,2002,"F","W",4861,6,.23507295,-.20690228
2005,2000,"M","W",-930,6,.40624144,.97766421
2005,2012,"M","W",-930,6,.91480186,1.9847927
2006,1999,"F","W",4585,5,-.66165937,-.62348353
2006,2002,"F","W",4585,5,-.61776647,-.26242537
2007,1997,"M","B",-449,5,.56092569,1.1466847
2007,2000,"M","B",-449,5,.59508175,1.1630001
2008,2002,"F","W",-2561,4,.20962341,.92041388
2008,2005,"F","W",-2561,4,1.9218744,1.2102593
2009,1999,"M","W",3545,7,.88487673,.99228517
2009,2000,"M","W",3545,7,.1548956,1.4143319
2010,1998,"F","W",6522,5,.44238112,-.13769703
2010,2004,"F","W",6522,5,1.7609675,-.57731081
2011,1999,"F","W",-2804,5,.2528332,1.7844199
2011,2009,"F","W",-2804,5,.05687787,.86810497
2012,2004,"F","W",2960,4,-.1047319,-.9017451
2012,2007,"F","W",2960,4,.56315095,-.89757215
2013,1998,"F","B",-989,3,.06289708,.05336635
2013,2005,"F","B",-989,3,.67697671,-.30867143
2014,2003,"F","W",1878,4,-.19766885,-.28551058
2014,2010,"F","W",1878,4,.1030152,1.2238263
2015,1997,"M","W",5591,3,.39027081,-1.0966125
2015,2009,"M","W",5591,3,.43803851,-.70010268
2016,1999,"F","W",-3314,2,-1.2251981,-.43498527
2016,2007,"F","W",-3314,2,-.48544518,.5463617
2017,2001,"F","W",-1364,5,.97299454,.76581126
2017,2002,"F","W",-1364,5,-.31892661,.89485157
2018,2012,"F","W",8432,6,-.21152029,-.14179183
2018,2013,"F","W",8432,6,-.51980894,-.06378884
2019,2003,"F","B",2199,5,-.08991326,.28656085
2019,2004,"F","B",2199,5,.45059009,.03527505
2020,1997,"F","W",-2926,7,-1.0058406,.99393279
2020,2007,"F","W",-2926,7,-.68884477,2.4151198
2021,2007,"F","B",4680,4,-.25053693,.27463803
2021,2008,"F","B",4680,4,.45968245,-.30554227
2022,2006,"F","B",-1557,5,-1.4528767,1.9845032
2022,2007,"F","B",-1557,5,.3270979,2.045811
2023,1997,"F","B",5071,5,-.1932014,-.46891205
2023,2005,"F","B",5071,5,-1.0153131,.15839649
2024,2000,"F","W",7714,4,.30044345,-1.7734354
2024,2006,"F","W",7714,4,-.13388553,.20694125
2025,1997,"F","W",-1513,5,-1.1430925,-.18847772
2025,2007,"F","W",-1513,5,-1.3111154,1.1931419
2026,2001,"M","W",5495,6,.36165162,-.53338056
2026,2013,"M","W",5495,6,-.58042284,.39285314
2027,1997,"F","B",-2890,5,-1.4334634,1.5557539
2027,2005,"F","B",-2890,5,1.4120519,.79845456
2028,2000,"M","W",8392,5,1.47475,-.46715987
2028,2005,"M","W",8392,5,-1.2904433,-.66694521
2029,2003,"F","W",-2902,7,.36040364,2.3420899
2029,2012,"F","W",-2902,7,.17719986,2.3003813
2030,2002,"F","B",6783,5,-.57328376,-1.1920027
2030,2006,"F","B",6783,5,-.47520251,.52090588
2031,1999,"M","W",2523,2,.50593861,-.20079942
2031,2001,"M","W",2523,2,-1.7260213,-1.6506277
2032,2001,"F","W",-350,4,.26638788,.68455777
2032,2008,"F","W",-350,4,-1.4217555,.71215512
2033,1999,"F","W",-682,4,-.31649542,.01005561
2033,2007,"F","W",-682,4,-.27964148,.48719786
2034,1998,"F","W",1294,4,-.08713475,-.61499618
2034,2013,"F","W",1294,4,1.0945072,.35711492
2035,2008,"F","W",9173,3,-.72735749,-1.7502145
2035,2011,"F","W",9173,3,.60322121,-1.2922386
2036,2000,"F","B",-688,4,-.21575824,-1.045903
2036,2004,"F","B",-688,4,-.30597674,.97948574
2037,2001,"F","B",1231,4,-.781115,-.67492378
2037,2013,"F","B",1231,4,-.5801368,.56189178
2038,2001,"F","W",7311,2,-.18299626,-1.6325331
2038,2012,"F","W",7311,2,.25896441,-.3446691
2039,1998,"F","W",5712,5,.89357846,-.5775065
2039,2005,"F","W",5712,5,-.46228736,.27164893
2040,2005,"F","W",-837,5,-.32131329,.95650383
2040,2013,"F","W",-837,5,-1.2825689,1.2112401
2041,2006,"M","W",9269,5,.99258105,-.36623959
2041,2007,"M","W",9269,5,.16240349,-.59489343
2042,2006,"F","W",-2852,4,.09826833,1.5150587
2042,2011,"F","W",-2852,4,-.58574205,2.1428053
2043,2000,"F","W",-898,6,-.03027877,1.1602134
2043,2012,"F","W",-898,6,-1.3126304,.5162006
2044,2004,"M","W",9165,4,-1.2574442,-1.0688315
2044,2008,"M","W",9165,4,.33267667,-1.4444136
2045,1997,"M","W",8674,4,-.76551943,-1.6227001
2045,1998,"M","W",8674,4,-.24003232,-1.8606926
2046,2004,"F","W",1358,4,.46086256,.89170148
2046,2012,"F","W",1358,4,.42951648,.78237714
2047,2003,"M","W",-3514,4,1.060674,.94167156
2047,2011,"M","W",-3514,4,1.1293785,1.453297
2048,2002,"F","W",5134,1,.25100803,-1.8394499
2048,2010,"F","W",5134,1,1.9563876,-1.1385354
2049,2003,"F","B",-1101,5,-1.2019811,.3054008
2049,2010,"F","B",-1101,5,-.06915773,1.4976393
2050,2004,"M","W",8119,5,-.37399336,.36498087
2050,2012,"M","W",8119,5,.23416568,.0744522
2051,1997,"M","W",2469,4,-.02034533,-.59597046
2051,1998,"M","W",2469,4,.8442053,-1.1210494
2052,2001,"F","B",5581,3,.61962296,-.96809538
2052,2012,"F","B",5581,3,.33958442,-.73468095
2053,2005,"F","W",-2308,2,.43693219,.51069992
2053,2009,"F","W",-2308,2,1.2861833,.47326745
2054,1999,"F","W",4189,4,-.33401085,.26747776
2054,2005,"F","W",4189,4,.80450415,-.06034189
2055,2006,"F","W",-175,3,.58387905,.51515576
2055,2011,"F","W",-175,3,1.7273648,1.8870863
2056,2010,"F","W",1787,4,-.64677718,.07419204
2056,2013,"F","W",1787,4,-.51665426,-.10537328
2057,1997,"M","B",4733,4,-.58829009,-1.3962037
2057,2006,"M","B",4733,4,-.87009478,-.5240319
2058,1997,"F","W",4463,3,.26747855,-.98724553
2058,2008,"F","W",4463,3,1.0141655,-.36120282
2059,1998,"F","W",-889,4,1.7397724,.82488104
2059,2010,"F","W",-889,4,.34739468,.21283157
2060,2008,"F","B",6263,4,-1.0366377,-.79237577
2060,2010,"F","B",6263,4,.12111023,.38483501
2061,1997,"F","W",828,5,-1.7829401,.35525111
2061,1998,"F","W",828,5,-1.7290884,-.46473978
2062,1998,"F","W",3046,4,.2985158,-1.1160831
2062,2007,"F","W",3046,4,-.17015126,.29087604
2063,2002,"F","W",7625,5,1.3225634,-.51893702
2063,2013,"F","W",7625,5,1.0194301,-.11669341
2064,2000,"F","W",8452,5,-.78735346,-.43293887
2064,2012,"F","W",8452,5,.44250087,-.04446278
2065,2004,"M","W",3921,4,.41942778,-.07219765
2065,2009,"M","W",3921,4,-1.2599169,1.0236841
2066,2006,"F","W",-164,4,-.94797945,-.37607006
2066,2009,"F","W",-164,4,.15259782,.8152311
2067,2001,"F","W",6917,2,-.99131645,-1.1896582
2067,2008,"F","W",6917,2,-.72061332,-.5759664
2068,2010,"F","W",-2847,3,.48387856,.36184941
2068,2011,"F","W",-2847,3,-1.7586875,.69693656
2069,2010,"M","W",-1834,1,.22413961,-1.0979274
2069,2011,"M","W",-1834,1,.67848396,.50748207
2070,2007,"F","W",5709,3,.12708324,-.30078661
2070,2009,"F","W",5709,3,-.96946927,-.35268352
2071,2003,"F","W",8341,3,.40799386,-.46363721
2071,2005,"F","W",8341,3,.31811758,-1.5099903
2072,2001,"M","W",307,7,-.59803107,1.4550794
2072,2010,"M","W",307,7,.34501102,2.5455918
2073,2005,"M","W",3413,5,1.3093072,.04544814
2073,2009,"M","W",3413,5,.69538011,.38985126
2074,2008,"F","W",2513,5,.80878859,.28518498
2074,2011,"F","W",2513,5,.54176305,.90270258
2075,1999,"F","B",6525,5,.78476154,-.70797449
2075,2005,"F","B",6525,5,.33422409,.62434046
2076,2010,"M","W",1163,6,1.2969259,1.1684577
2076,2011,"M","W",1163,6,-.63026011,1.0462632
2077,2002,"F","W",6686,4,-.61216642,-.86537843
2077,2008,"F","W",6686,4,-.00004072,-1.1423511
2078,1997,"F","W",8931,5,.58211087,-1.3189236
2078,2012,"F","W",8931,5,-.26280876,-.1082198
2079,1998,"F","B",-1806,4,-1.4667544,-.24711463
2079,2007,"F","B",-1806,4,.34610601,2.0553952
2080,2001,"F","W",8031,5,.01199556,-.33798873
2080,2005,"F","W",8031,5,.67397835,-.56508341
2081,1998,"M","W",8620,7,.31897845,-.45739538
2081,2006,"M","W",8620,7,1.51639,.35934063
2082,2001,"F","B",-1273,4,-1.6799555,1.0340565
2082,2009,"F","B",-1273,4,1.6047005,-.06654452
2083,2002,"F","W",-2418,4,-.52401917,.82690179
2083,2008,"F","W",-2418,4,.59661751,.80413597
2084,2005,"M","B",7070,4,-.33591868,-.10485938
2084,2006,"M","B",7070,4,.77432388,-1.6883974
2085,1998,"M","W",6633,4,.46857192,-.48350586
2085,2004,"M","W",6633,4,.0455661,-.91690404
2086,2007,"M","W",6967,4,.11804149,-.62962088
2086,2011,"M","W",6967,4,-.48304219,-.27788403
2087,2000,"F","W",6981,3,.71301597,-2.0050494
2087,2004,"F","W",6981,3,.23017608,-.07804756
2088,1999,"F","W",7110,5,-.15939622,-.74860267
2088,2003,"F","W",7110,5,.22468403,-1.349861
2089,2000,"F","W",3910,3,.49263051,-.63372956
2089,2001,"F","W",3910,3,.63860512,-.77832793
2090,2000,"F","W",3972,3,-1.1377521,-.80338258
2090,2009,"F","W",3972,3,.2953247,.04124227
2091,1997,"F","W",152,7,-.24691246,.12579378
2091,2006,"F","W",152,7,.51843249,.45883192
2092,2009,"M","W",3543,4,1.7942676,.38684487
2092,2010,"M","W",3543,4,-.18773301,-1.4175143
2093,2001,"F","B",8523,4,-.30056743,-1.9217531
2093,2004,"F","B",8523,4,.70633588,-1.3713095
2094,2002,"M","W",2507,4,1.1174513,-1.2851547
2094,2003,"M","W",2507,4,-.88083545,.07763516
2095,1997,"M","W",8605,4,.26728907,-.4768032
2095,2000,"M","W",8605,4,-.89063251,-.36877021
2096,2001,"F","B",2777,5,.83348285,1.3444015
2096,2011,"F","B",2777,5,1.2374241,-.08396616
2097,2008,"F","W",6632,4,-.26626968,-.81194217
2097,2011,"F","W",6632,4,-1.2271882,-.75020006
2098,1999,"F","B",2226,5,-.24409741,-.38064052
2098,2011,"F","B",2226,5,-.44596495,-.2652204
2099,2001,"M","W",-1940,4,-1.2699626,1.0095669
2099,2005,"M","W",-1940,4,.38827348,.72092669
2100,2005,"F","W",1516,5,-.22651652,-.43103942
2100,2012,"F","W",1516,5,-.55659512,.58213746
2101,2000,"F","W",9113,3,.60951574,-.63467607
2101,2002,"F","W",9113,3,-.55748261,-1.7548578
2102,1999,"F","B",-3348,7,-.39942572,1.3179666
2102,2012,"F","B",-3348,7,.31858281,2.8989638
2103,2011,"F","W",6078,5,.38998364,-.40261423
2103,2013,"F","W",6078,5,-1.3563996,.6063966
2104,1999,"F","W",1600,4,1.0119736,.5352726
2104,2007,"F","W",1600,4,.07767174,-.11554166
2105,2000,"M","W",8446,4,.30904213,-.72864416
2105,2003,"M","W",8446,4,-.49945625,-1.0851885
2106,2005,"F","W",9431,5,-.06252037,-.2408486
2106,2008,"F","W",9431,5,.55243786,-1.0116851
2107,2004,"F","B",-1937,7,.67347201,1.722483
2107,2005,"F","B",-1937,7,1.5633475,2.0315103
2108,2001,"F","B",8051,4,.13888307,-.93651851
2108,2005,"F","B",8051,4,.84294655,-1.3278088
2109,2002,"F","B",926,6,.39572248,.24167704
2109,2013,"F","B",926,6,1.5681243,1.4300426
2110,2005,"F","W",-322,7,.09950729,1.0892509
2110,2011,"F","W",-322,7,-.06952696,1.7659221
2111,2005,"F","B",21,4,.02788243,.29048543
2111,2013,"F","B",21,4,.48201448,.63052234
2112,2002,"F","W",9169,4,-1.191367,-1.4181422
2112,2004,"F","W",9169,4,-.01566254,-.60637953
2113,2003,"F","W",3938,3,-.17403043,-.75360333
2113,2006,"F","W",3938,3,.4298552,-.41274084
2114,1998,"M","W",7671,4,.16544368,.1176967
2114,2006,"M","W",7671,4,.188837,-2.3132218
2115,2000,"M","W",5558,6,-.50139097,.47909047
2115,2003,"M","W",5558,6,-1.4282752,-.13100719
2116,1998,"M","W",-3396,4,.50879768,.04604376
2116,2008,"M","W",-3396,4,.7665385,1.517767
2117,2005,"M","W",5649,3,.02707832,-.97836062
2117,2011,"M","W",5649,3,.5639389,-.70300985
2118,2006,"F","B",1234,3,1.1055193,.10979443
2118,2008,"F","B",1234,3,-.56899848,-1.077161
2119,2000,"F","W",1529,3,-.14634758,.00595545
2119,2007,"F","W",1529,3,.2122381,.57392361
2120,2005,"F","W",8380,5,.95260405,-.27782852
2120,2010,"F","W",8380,5,.4343173,.31819275
2121,2000,"F","W",-3020,3,-1.1926441,.82879817
2121,2002,"F","W",-3020,3,-.40127566,.31934528
2122,2002,"F","W",5901,5,.74904453,.20276922
2122,2008,"F","W",5901,5,.20351898,-.33777836
2123,2011,"F","B",9295,4,1.937384,-.86958582
2123,2012,"F","B",9295,4,.66535645,-1.5811327
2124,2007,"F","W",-333,2,1.2949995,.10012398
2124,2008,"F","W",-333,2,-.44723145,1.1150266
2125,2003,"F","W",-1352,2,-.41027369,-.48173147
2125,2007,"F","W",-1352,2,.08961136,.99759657
2126,2005,"F","W",3112,5,-.04231182,.25148596
2126,2011,"F","W",3112,5,.65318149,2.5315597
2127,2001,"M","W",7117,4,-.76835137,-1.8186181
2127,2003,"M","W",7117,4,.54013454,-1.1963277
2128,1997,"F","W",3449,4,-1.2310706,-.64225014
2128,2008,"F","W",3449,4,-.02734418,-1.1054595
2129,2004,"M","W",3031,5,-1.2171102,.08421567
2129,2010,"M","W",3031,5,-.680803,-.0683804
2130,1997,"F","W",683,3,-.05952096,-.79005308
2130,2010,"F","W",683,3,.05452499,.37194443
2131,2001,"M","W",-214,3,.83728759,.69359605
2131,2012,"M","W",-214,3,-.65620761,.42892983
2132,2008,"M","W",-1729,2,-.72666814,-.27631993
2132,2010,"M","W",-1729,2,-1.5201781,-.61832313
2133,2006,"M","W",6429,4,.28312387,-1.160506
2133,2007,"M","W",6429,4,-.03258316,-1.1697366
2134,2000,"M","W",6942,7,-1.2569359,.1397467
2134,2011,"M","W",6942,7,-.62241368,.17581211
2135,2007,"M","B",628,5,-.97892314,.9663674
2135,2013,"M","B",628,5,-.28271779,1.0151286
2136,2003,"M","W",7495,4,1.3216469,-.07310003
2136,2006,"M","W",7495,4,-.2444183,-1.1365001
2137,2003,"M","W",634,5,.22257558,1.7778197
2137,2007,"M","W",634,5,.36077228,1.3515308
2138,1998,"M","W",38,5,-.67911052,1.651599
2138,2007,"M","W",38,5,-.45088835,.43369376
2139,2000,"F","W",4707,2,.65785665,-1.9079011
2139,2011,"F","W",4707,2,.49967839,-.57504164
2140,2001,"F","B",2395,4,-.07084151,.41417048
2140,2009,"F","B",2395,4,.27531615,.29606028
2141,2010,"M","W",-1536,4,-.2957415,.96969968
2141,2011,"M","W",-1536,4,-.44782901,.11787064
2142,1998,"F","W",-2232,3,-.53817594,-.83771345
2142,2001,"F","W",-2232,3,-.89265806,1.1890125
2143,1998,"F","W",-1013,4,1.3901271,-.28215413
2143,2011,"F","W",-1013,4,.36345828,1.0749796
2144,2004,"F","W",2344,4,-.3594331,-.0812405
2144,2011,"F","W",2344,4,1.1137177,.96229681
2145,1999,"F","B",4092,4,.40199272,-1.7708743
2145,2013,"F","B",4092,4,1.0785842,.14938834
2146,1999,"F","B",7844,5,.40348043,-.6581147
2146,2009,"F","B",7844,5,-.65376656,-1.0707806
2147,1997,"M","W",5080,3,.1597726,-.45797923
2147,2012,"M","W",5080,3,-1.4753452,-.28618356
2148,1999,"F","B",2423,3,-.91367122,-.80953049
2148,2006,"F","B",2423,3,-.805129,.06190526
2149,2002,"F","W",-2151,5,-1.1646028,.64422015
2149,2007,"F","W",-2151,5,-.93924882,.71662749
2150,2002,"F","W",4703,3,.75135018,-.88677281
2150,2012,"F","W",4703,3,-.27921663,-.57260526
2151,2002,"F","W",8026,5,.51631222,-.18145277
2151,2012,"F","W",8026,5,-.41722545,.7969214
2152,2011,"F","B",-1152,6,-.90528985,2.0701995
2152,2013,"F","B",-1152,6,-.86945964,2.5916538
2153,2003,"F","B",6646,5,-.74399418,-1.5997255
2153,2006,"F","B",6646,5,-.86072851,.09621201
2154,2004,"F","W",6225,6,-.3775155,-.13079105
2154,2005,"F","W",6225,6,.09946233,.11597562
2155,2002,"M","W",5578,4,.25897429,-1.4862351
2155,2008,"M","W",5578,4,-.09842968,-.36637703
2156,2008,"F","W",8492,3,-.85604903,-1.3550073
2156,2012,"F","W",8492,3,-.71988151,-1.2529888
2157,1998,"F","W",-985,5,-.03161615,.65825031
2157,2008,"F","W",-985,5,-1.0441368,1.588407
2158,1999,"M","W",877,4,-.351638,-1.1473772
2158,2000,"M","W",877,4,-.04964887,-.26710864
2159,1998,"M","W",9060,4,-1.0926117,-1.9951744
2159,2006,"M","W",9060,4,1.0618894,-.8804055
2160,1997,"F","W",3679,5,1.1394726,-.23942498
2160,2003,"F","W",3679,5,1.5174855,.20740225
2161,2000,"F","W",-1149,4,.25268761,.49371682
2161,2010,"F","W",-1149,4,.32595587,1.269975
2162,2002,"M","B",-2856,5,.36272907,.90855412
2162,2004,"M","B",-2856,5,-.14479611,1.3563757
2163,1997,"M","W",6189,4,-.92977158,-.35142541
2163,2005,"M","W",6189,4,.34225824,-1.1443106
2164,2007,"F","W",9420,4,.38726295,-1.408945
2164,2012,"F","W",9420,4,.82444732,.07884176
2165,2003,"M","W",7893,4,-1.0853462,-1.4079793
2165,2007,"M","W",7893,4,-.54836348,-2.3964868
2166,2007,"F","W",4143,6,-.02939464,.231932
2166,2009,"F","W",4143,6,-1.1216657,1.2231916
2167,2008,"F","W",7064,3,-.2312369,-1.6784283
2167,2011,"F","W",7064,3,1.3374976,-1.3215005
2168,2003,"F","B",-1197,5,.5031266,1.8965808
2168,2005,"F","B",-1197,5,-.58330079,1.0163201
2169,2004,"F","W",-2581,5,.32083106,1.167366
2169,2009,"F","W",-2581,5,-1.0518869,2.7900125
2170,2003,"F","W",7026,4,-.76307813,-.71058722
2170,2009,"F","W",7026,4,.90512492,-1.4524471
2171,2003,"F","W",5946,3,.33044327,-1.5086143
2171,2012,"F","W",5946,3,1.2915522,-.11307768
2172,2002,"F","B",7844,4,1.13753,-.69072095
2172,2004,"F","B",7844,4,-.26643243,-1.2668447
2173,2002,"F","W",-1340,5,-1.0273689,1.475872
2173,2008,"F","W",-1340,5,-.46270796,1.7866987
2174,2000,"F","W",946,4,-.26224704,.67238717
2174,2006,"F","W",946,4,.13109831,.66735808
2175,1997,"F","W",8779,3,-1.0433721,-2.4316712
2175,2002,"F","W",8779,3,1.4596161,-1.7901266
2176,2004,"M","W",6560,2,-.87822618,-2.265393
2176,2009,"M","W",6560,2,-1.2364623,-.34456741
2177,2001,"F","W",4305,5,-1.1844314,-.1915322
2177,2007,"F","W",4305,5,-1.3222889,.54078912
2178,2002,"F","W",7252,3,.44842949,-1.8075439
2178,2007,"F","W",7252,3,-1.9090511,-1.0002602
2179,2000,"F","W",7596,5,.74333224,-.85337222
2179,2012,"F","W",7596,5,.59300621,.20225979
2180,2000,"M","B",5246,4,.78474029,.23724969
2180,2008,"M","B",5246,4,-.62531947,-.33418951
2181,1999,"F","B",-1834,2,.01929378,-1.2485078
2181,2007,"F","B",-1834,2,.67356477,-.95814232
2182,1999,"F","B",473,6,-.09621992,1.2605731
2182,2006,"F","B",473,6,.33857749,1.9243115
2183,1998,"F","W",-920,4,1.4469177,-.24759943
2183,2001,"F","W",-920,4,-.38982252,.11911424
2184,1998,"F","B",7901,2,.28562171,-2.5156976
2184,2005,"F","B",7901,2,.49660992,-1.7704329
2185,2003,"F","W",9226,3,1.4225398,-1.563341
2185,2012,"F","W",9226,3,2.8407167,-.79361199
2186,1997,"F","W",9337,5,.50995193,.01468122
2186,2004,"F","W",9337,5,.52520215,-1.4239829
2187,2007,"M","B",-2593,5,-.4743833,.49783106
2187,2011,"M","B",-2593,5,1.0067333,.83134711
2188,2010,"F","W",5329,6,.35546833,.25350452
2188,2011,"F","W",5329,6,-.42154385,1.0738508
2189,2001,"F","W",3762,4,.56754764,-.05638431
